Second;RAM_KB
0;6276.00000000000000000000000000000000000000000000000000
1;323060.00000000000000000000000000000000000000000000000000
2;375648.00000000000000000000000000000000000000000000000000
3;692780.00000000000000000000000000000000000000000000000000
4;747536.00000000000000000000000000000000000000000000000000
5;803368.00000000000000000000000000000000000000000000000000
6;895136.00000000000000000000000000000000000000000000000000
7;930308.00000000000000000000000000000000000000000000000000
8;937676.00000000000000000000000000000000000000000000000000
9;979160.00000000000000000000000000000000000000000000000000
10;984300.00000000000000000000000000000000000000000000000000
11;989524.00000000000000000000000000000000000000000000000000
12;996144.00000000000000000000000000000000000000000000000000
13;1000300.00000000000000000000000000000000000000000000000000
14;1007880.00000000000000000000000000000000000000000000000000
15;1012308.00000000000000000000000000000000000000000000000000
16;1019284.00000000000000000000000000000000000000000000000000
17;1024112.00000000000000000000000000000000000000000000000000
18;1030584.00000000000000000000000000000000000000000000000000
19;1034620.00000000000000000000000000000000000000000000000000
20;1040100.00000000000000000000000000000000000000000000000000
21;1045732.00000000000000000000000000000000000000000000000000
22;1051028.00000000000000000000000000000000000000000000000000
23;1056512.00000000000000000000000000000000000000000000000000
24;1060560.00000000000000000000000000000000000000000000000000
25;1067268.00000000000000000000000000000000000000000000000000
26;1072264.00000000000000000000000000000000000000000000000000
27;1077740.00000000000000000000000000000000000000000000000000
28;1081180.00000000000000000000000000000000000000000000000000
29;1086592.00000000000000000000000000000000000000000000000000
30;1092448.00000000000000000000000000000000000000000000000000
31;1098032.00000000000000000000000000000000000000000000000000
32;1102076.00000000000000000000000000000000000000000000000000
33;1109280.00000000000000000000000000000000000000000000000000
34;1114008.00000000000000000000000000000000000000000000000000
35;1119508.00000000000000000000000000000000000000000000000000
36;1126480.00000000000000000000000000000000000000000000000000
37;1129988.00000000000000000000000000000000000000000000000000
38;1135300.00000000000000000000000000000000000000000000000000
39;1143700.00000000000000000000000000000000000000000000000000
40;1147088.00000000000000000000000000000000000000000000000000
41;1152968.00000000000000000000000000000000000000000000000000
42;1158188.00000000000000000000000000000000000000000000000000
43;1162748.00000000000000000000000000000000000000000000000000
44;1169764.00000000000000000000000000000000000000000000000000
45;1172444.00000000000000000000000000000000000000000000000000
46;1176632.00000000000000000000000000000000000000000000000000
47;1181328.00000000000000000000000000000000000000000000000000
48;1181352.00000000000000000000000000000000000000000000000000
49;1414316.00000000000000000000000000000000000000000000000000
50;1413812.00000000000000000000000000000000000000000000000000
51;1414264.00000000000000000000000000000000000000000000000000
52;1413812.00000000000000000000000000000000000000000000000000
53;1413968.00000000000000000000000000000000000000000000000000
54;1413940.00000000000000000000000000000000000000000000000000
55;1413780.00000000000000000000000000000000000000000000000000
56;1413844.00000000000000000000000000000000000000000000000000
57;1414264.00000000000000000000000000000000000000000000000000
58;1413812.00000000000000000000000000000000000000000000000000
59;1414192.00000000000000000000000000000000000000000000000000
60;1413744.00000000000000000000000000000000000000000000000000
61;1414096.00000000000000000000000000000000000000000000000000
62;1414280.00000000000000000000000000000000000000000000000000
63;1413836.00000000000000000000000000000000000000000000000000
64;1414236.00000000000000000000000000000000000000000000000000
65;1413628.00000000000000000000000000000000000000000000000000
66;1414104.00000000000000000000000000000000000000000000000000
67;1414136.00000000000000000000000000000000000000000000000000
68;1413812.00000000000000000000000000000000000000000000000000
69;1414040.00000000000000000000000000000000000000000000000000
70;1413556.00000000000000000000000000000000000000000000000000
71;1413932.00000000000000000000000000000000000000000000000000
72;1414136.00000000000000000000000000000000000000000000000000
73;1413848.00000000000000000000000000000000000000000000000000
74;1414072.00000000000000000000000000000000000000000000000000
75;1414072.00000000000000000000000000000000000000000000000000
76;1413656.00000000000000000000000000000000000000000000000000
77;1413968.00000000000000000000000000000000000000000000000000
78;1414256.00000000000000000000000000000000000000000000000000
79;1413932.00000000000000000000000000000000000000000000000000
80;1414288.00000000000000000000000000000000000000000000000000
81;1413936.00000000000000000000000000000000000000000000000000
82;1414136.00000000000000000000000000000000000000000000000000
83;1413756.00000000000000000000000000000000000000000000000000
84;1414168.00000000000000000000000000000000000000000000000000
85;1413656.00000000000000000000000000000000000000000000000000
86;1413988.00000000000000000000000000000000000000000000000000
87;1312708.00000000000000000000000000000000000000000000000000
88;1315540.00000000000000000000000000000000000000000000000000
89;1316308.00000000000000000000000000000000000000000000000000
90;1318528.00000000000000000000000000000000000000000000000000
91;1320488.00000000000000000000000000000000000000000000000000
92;1322000.00000000000000000000000000000000000000000000000000
93;1324068.00000000000000000000000000000000000000000000000000
94;1326412.00000000000000000000000000000000000000000000000000
95;1328596.00000000000000000000000000000000000000000000000000
96;1331860.00000000000000000000000000000000000000000000000000
97;1333552.00000000000000000000000000000000000000000000000000
98;1336328.00000000000000000000000000000000000000000000000000
99;1338276.00000000000000000000000000000000000000000000000000
100;1340808.00000000000000000000000000000000000000000000000000
101;1343916.00000000000000000000000000000000000000000000000000
102;1345940.00000000000000000000000000000000000000000000000000
103;1351664.00000000000000000000000000000000000000000000000000
104;1353420.00000000000000000000000000000000000000000000000000
105;1357128.00000000000000000000000000000000000000000000000000
106;1359052.00000000000000000000000000000000000000000000000000
107;1360840.00000000000000000000000000000000000000000000000000
108;1364464.00000000000000000000000000000000000000000000000000
109;1366832.00000000000000000000000000000000000000000000000000
110;1368484.00000000000000000000000000000000000000000000000000
111;1374416.00000000000000000000000000000000000000000000000000
112;1375780.00000000000000000000000000000000000000000000000000
113;1378000.00000000000000000000000000000000000000000000000000
114;1383220.00000000000000000000000000000000000000000000000000
115;1385344.00000000000000000000000000000000000000000000000000
116;1386812.00000000000000000000000000000000000000000000000000
117;1392872.00000000000000000000000000000000000000000000000000
118;1394952.00000000000000000000000000000000000000000000000000
119;1397420.00000000000000000000000000000000000000000000000000
120;1399664.00000000000000000000000000000000000000000000000000
121;1403920.00000000000000000000000000000000000000000000000000
122;1406292.00000000000000000000000000000000000000000000000000
123;1408732.00000000000000000000000000000000000000000000000000
124;1410836.00000000000000000000000000000000000000000000000000
125;1413852.00000000000000000000000000000000000000000000000000
126;1418044.00000000000000000000000000000000000000000000000000
127;1420848.00000000000000000000000000000000000000000000000000
128;1420852.00000000000000000000000000000000000000000000000000
129;1421812.00000000000000000000000000000000000000000000000000
130;1421300.00000000000000000000000000000000000000000000000000
131;1421816.00000000000000000000000000000000000000000000000000
132;1421332.00000000000000000000000000000000000000000000000000
133;1421752.00000000000000000000000000000000000000000000000000
134;1421240.00000000000000000000000000000000000000000000000000
135;1421720.00000000000000000000000000000000000000000000000000
136;1421248.00000000000000000000000000000000000000000000000000
137;1421692.00000000000000000000000000000000000000000000000000
138;1421440.00000000000000000000000000000000000000000000000000
139;1421696.00000000000000000000000000000000000000000000000000
140;1421688.00000000000000000000000000000000000000000000000000
141;1421688.00000000000000000000000000000000000000000000000000
142;1421488.00000000000000000000000000000000000000000000000000
143;1421688.00000000000000000000000000000000000000000000000000
144;1421880.00000000000000000000000000000000000000000000000000
145;1421308.00000000000000000000000000000000000000000000000000
146;1421656.00000000000000000000000000000000000000000000000000
147;1421464.00000000000000000000000000000000000000000000000000
148;1421720.00000000000000000000000000000000000000000000000000
149;1421464.00000000000000000000000000000000000000000000000000
150;1421428.00000000000000000000000000000000000000000000000000
151;1421752.00000000000000000000000000000000000000000000000000
152;1421372.00000000000000000000000000000000000000000000000000
153;1421688.00000000000000000000000000000000000000000000000000
154;1421688.00000000000000000000000000000000000000000000000000
155;1421172.00000000000000000000000000000000000000000000000000
156;1421880.00000000000000000000000000000000000000000000000000
157;1421240.00000000000000000000000000000000000000000000000000
158;1421752.00000000000000000000000000000000000000000000000000
159;1421688.00000000000000000000000000000000000000000000000000
160;1421880.00000000000000000000000000000000000000000000000000
161;1421240.00000000000000000000000000000000000000000000000000
162;1421720.00000000000000000000000000000000000000000000000000
163;1421904.00000000000000000000000000000000000000000000000000
164;1421428.00000000000000000000000000000000000000000000000000
165;1421488.00000000000000000000000000000000000000000000000000
166;1402220.00000000000000000000000000000000000000000000000000
167;1317628.00000000000000000000000000000000000000000000000000
168;1319896.00000000000000000000000000000000000000000000000000
169;1321784.00000000000000000000000000000000000000000000000000
170;1324032.00000000000000000000000000000000000000000000000000
171;1326204.00000000000000000000000000000000000000000000000000
