Second;RAM_KB
0;6920.00000000000000000000000000000000000000000000000000
1;312816.00000000000000000000000000000000000000000000000000
2;370940.00000000000000000000000000000000000000000000000000
3;630580.00000000000000000000000000000000000000000000000000
4;730344.00000000000000000000000000000000000000000000000000
5;804856.00000000000000000000000000000000000000000000000000
6;878932.00000000000000000000000000000000000000000000000000
7;930300.00000000000000000000000000000000000000000000000000
8;954548.00000000000000000000000000000000000000000000000000
9;959844.00000000000000000000000000000000000000000000000000
10;979684.00000000000000000000000000000000000000000000000000
11;983512.00000000000000000000000000000000000000000000000000
12;989188.00000000000000000000000000000000000000000000000000
13;991352.00000000000000000000000000000000000000000000000000
14;994688.00000000000000000000000000000000000000000000000000
15;999748.00000000000000000000000000000000000000000000000000
16;1003452.00000000000000000000000000000000000000000000000000
17;1006772.00000000000000000000000000000000000000000000000000
18;1009704.00000000000000000000000000000000000000000000000000
19;1013088.00000000000000000000000000000000000000000000000000
20;1020156.00000000000000000000000000000000000000000000000000
21;1023564.00000000000000000000000000000000000000000000000000
22;1027784.00000000000000000000000000000000000000000000000000
23;1031964.00000000000000000000000000000000000000000000000000
24;1034984.00000000000000000000000000000000000000000000000000
25;1040292.00000000000000000000000000000000000000000000000000
26;1044156.00000000000000000000000000000000000000000000000000
27;1047256.00000000000000000000000000000000000000000000000000
28;1051288.00000000000000000000000000000000000000000000000000
29;1055264.00000000000000000000000000000000000000000000000000
30;1059952.00000000000000000000000000000000000000000000000000
31;1061480.00000000000000000000000000000000000000000000000000
32;1065072.00000000000000000000000000000000000000000000000000
33;1069508.00000000000000000000000000000000000000000000000000
34;1071232.00000000000000000000000000000000000000000000000000
35;1074244.00000000000000000000000000000000000000000000000000
36;1080812.00000000000000000000000000000000000000000000000000
37;1082076.00000000000000000000000000000000000000000000000000
38;1085132.00000000000000000000000000000000000000000000000000
39;1088500.00000000000000000000000000000000000000000000000000
40;1092836.00000000000000000000000000000000000000000000000000
41;1095932.00000000000000000000000000000000000000000000000000
42;1099044.00000000000000000000000000000000000000000000000000
43;1100856.00000000000000000000000000000000000000000000000000
44;1106324.00000000000000000000000000000000000000000000000000
45;1108776.00000000000000000000000000000000000000000000000000
46;1111064.00000000000000000000000000000000000000000000000000
47;1112372.00000000000000000000000000000000000000000000000000
48;1117188.00000000000000000000000000000000000000000000000000
49;1121516.00000000000000000000000000000000000000000000000000
50;1124060.00000000000000000000000000000000000000000000000000
51;1127028.00000000000000000000000000000000000000000000000000
52;1129976.00000000000000000000000000000000000000000000000000
53;1131812.00000000000000000000000000000000000000000000000000
54;1135140.00000000000000000000000000000000000000000000000000
55;1140888.00000000000000000000000000000000000000000000000000
56;1142868.00000000000000000000000000000000000000000000000000
57;1143128.00000000000000000000000000000000000000000000000000
58;1148376.00000000000000000000000000000000000000000000000000
59;1151908.00000000000000000000000000000000000000000000000000
60;1154740.00000000000000000000000000000000000000000000000000
61;1158168.00000000000000000000000000000000000000000000000000
62;1164360.00000000000000000000000000000000000000000000000000
63;1166752.00000000000000000000000000000000000000000000000000
64;1169204.00000000000000000000000000000000000000000000000000
65;1172440.00000000000000000000000000000000000000000000000000
66;1177332.00000000000000000000000000000000000000000000000000
67;1177356.00000000000000000000000000000000000000000000000000
68;1415516.00000000000000000000000000000000000000000000000000
69;1415988.00000000000000000000000000000000000000000000000000
70;1416060.00000000000000000000000000000000000000000000000000
71;1416572.00000000000000000000000000000000000000000000000000
72;1416504.00000000000000000000000000000000000000000000000000
73;1416572.00000000000000000000000000000000000000000000000000
74;1416064.00000000000000000000000000000000000000000000000000
75;1416828.00000000000000000000000000000000000000000000000000
76;1416060.00000000000000000000000000000000000000000000000000
77;1415996.00000000000000000000000000000000000000000000000000
78;1417212.00000000000000000000000000000000000000000000000000
79;1416572.00000000000000000000000000000000000000000000000000
80;1416416.00000000000000000000000000000000000000000000000000
81;1417212.00000000000000000000000000000000000000000000000000
82;1417212.00000000000000000000000000000000000000000000000000
83;1416156.00000000000000000000000000000000000000000000000000
84;1416096.00000000000000000000000000000000000000000000000000
85;1416860.00000000000000000000000000000000000000000000000000
86;1416604.00000000000000000000000000000000000000000000000000
87;1416860.00000000000000000000000000000000000000000000000000
88;1416096.00000000000000000000000000000000000000000000000000
89;1416536.00000000000000000000000000000000000000000000000000
90;1416096.00000000000000000000000000000000000000000000000000
91;1416536.00000000000000000000000000000000000000000000000000
92;1416028.00000000000000000000000000000000000000000000000000
93;1416156.00000000000000000000000000000000000000000000000000
94;1416860.00000000000000000000000000000000000000000000000000
95;1416028.00000000000000000000000000000000000000000000000000
96;1416156.00000000000000000000000000000000000000000000000000
97;1416156.00000000000000000000000000000000000000000000000000
98;1416156.00000000000000000000000000000000000000000000000000
99;1416096.00000000000000000000000000000000000000000000000000
100;1416536.00000000000000000000000000000000000000000000000000
101;1416860.00000000000000000000000000000000000000000000000000
102;1416028.00000000000000000000000000000000000000000000000000
103;1416604.00000000000000000000000000000000000000000000000000
104;1416028.00000000000000000000000000000000000000000000000000
105;1416448.00000000000000000000000000000000000000000000000000
106;1416096.00000000000000000000000000000000000000000000000000
107;1416028.00000000000000000000000000000000000000000000000000
108;1416156.00000000000000000000000000000000000000000000000000
109;1416604.00000000000000000000000000000000000000000000000000
110;1416860.00000000000000000000000000000000000000000000000000
111;1416860.00000000000000000000000000000000000000000000000000
112;1416604.00000000000000000000000000000000000000000000000000
113;1316060.00000000000000000000000000000000000000000000000000
114;1317176.00000000000000000000000000000000000000000000000000
115;1319756.00000000000000000000000000000000000000000000000000
116;1321260.00000000000000000000000000000000000000000000000000
117;1322680.00000000000000000000000000000000000000000000000000
118;1325160.00000000000000000000000000000000000000000000000000
119;1328080.00000000000000000000000000000000000000000000000000
120;1328452.00000000000000000000000000000000000000000000000000
121;1330228.00000000000000000000000000000000000000000000000000
