Second;RAM_KB
0;13200.00000000000000000000000000000000000000000000000000
1;324612.00000000000000000000000000000000000000000000000000
2;374956.00000000000000000000000000000000000000000000000000
3;693568.00000000000000000000000000000000000000000000000000
4;747392.00000000000000000000000000000000000000000000000000
5;803300.00000000000000000000000000000000000000000000000000
6;898292.00000000000000000000000000000000000000000000000000
7;930060.00000000000000000000000000000000000000000000000000
8;935084.00000000000000000000000000000000000000000000000000
9;975904.00000000000000000000000000000000000000000000000000
10;979872.00000000000000000000000000000000000000000000000000
11;986072.00000000000000000000000000000000000000000000000000
12;988924.00000000000000000000000000000000000000000000000000
13;994420.00000000000000000000000000000000000000000000000000
14;1000336.00000000000000000000000000000000000000000000000000
15;1004272.00000000000000000000000000000000000000000000000000
16;1008984.00000000000000000000000000000000000000000000000000
17;1013364.00000000000000000000000000000000000000000000000000
18;1018152.00000000000000000000000000000000000000000000000000
19;1021860.00000000000000000000000000000000000000000000000000
20;1027724.00000000000000000000000000000000000000000000000000
21;1030776.00000000000000000000000000000000000000000000000000
22;1035620.00000000000000000000000000000000000000000000000000
23;1040692.00000000000000000000000000000000000000000000000000
24;1046872.00000000000000000000000000000000000000000000000000
25;1051392.00000000000000000000000000000000000000000000000000
26;1055224.00000000000000000000000000000000000000000000000000
27;1061168.00000000000000000000000000000000000000000000000000
28;1064924.00000000000000000000000000000000000000000000000000
29;1068644.00000000000000000000000000000000000000000000000000
30;1071568.00000000000000000000000000000000000000000000000000
31;1077648.00000000000000000000000000000000000000000000000000
32;1314240.00000000000000000000000000000000000000000000000000
33;1314548.00000000000000000000000000000000000000000000000000
34;1314584.00000000000000000000000000000000000000000000000000
35;1314468.00000000000000000000000000000000000000000000000000
36;1314560.00000000000000000000000000000000000000000000000000
37;1314688.00000000000000000000000000000000000000000000000000
38;1314468.00000000000000000000000000000000000000000000000000
39;1314432.00000000000000000000000000000000000000000000000000
40;1314536.00000000000000000000000000000000000000000000000000
41;1314584.00000000000000000000000000000000000000000000000000
42;1314464.00000000000000000000000000000000000000000000000000
43;1314432.00000000000000000000000000000000000000000000000000
44;1314464.00000000000000000000000000000000000000000000000000
45;1314432.00000000000000000000000000000000000000000000000000
46;1314432.00000000000000000000000000000000000000000000000000
47;1314500.00000000000000000000000000000000000000000000000000
48;1314556.00000000000000000000000000000000000000000000000000
49;1314548.00000000000000000000000000000000000000000000000000
50;1266388.00000000000000000000000000000000000000000000000000
51;1267556.00000000000000000000000000000000000000000000000000
52;1269112.00000000000000000000000000000000000000000000000000
53;1271704.00000000000000000000000000000000000000000000000000
54;1272816.00000000000000000000000000000000000000000000000000
55;1275020.00000000000000000000000000000000000000000000000000
56;1276484.00000000000000000000000000000000000000000000000000
57;1278720.00000000000000000000000000000000000000000000000000
58;1280820.00000000000000000000000000000000000000000000000000
59;1282988.00000000000000000000000000000000000000000000000000
60;1284280.00000000000000000000000000000000000000000000000000
61;1286248.00000000000000000000000000000000000000000000000000
62;1288148.00000000000000000000000000000000000000000000000000
63;1289684.00000000000000000000000000000000000000000000000000
64;1293128.00000000000000000000000000000000000000000000000000
65;1294936.00000000000000000000000000000000000000000000000000
66;1297240.00000000000000000000000000000000000000000000000000
67;1299848.00000000000000000000000000000000000000000000000000
68;1304548.00000000000000000000000000000000000000000000000000
69;1306508.00000000000000000000000000000000000000000000000000
70;1309572.00000000000000000000000000000000000000000000000000
71;1311216.00000000000000000000000000000000000000000000000000
72;1312432.00000000000000000000000000000000000000000000000000
73;1316728.00000000000000000000000000000000000000000000000000
74;1317280.00000000000000000000000000000000000000000000000000
75;1317192.00000000000000000000000000000000000000000000000000
76;1317244.00000000000000000000000000000000000000000000000000
77;1317128.00000000000000000000000000000000000000000000000000
78;1317124.00000000000000000000000000000000000000000000000000
79;1317128.00000000000000000000000000000000000000000000000000
80;1317384.00000000000000000000000000000000000000000000000000
81;1317124.00000000000000000000000000000000000000000000000000
82;1317188.00000000000000000000000000000000000000000000000000
83;1317188.00000000000000000000000000000000000000000000000000
84;1317124.00000000000000000000000000000000000000000000000000
85;1317124.00000000000000000000000000000000000000000000000000
86;1317188.00000000000000000000000000000000000000000000000000
87;1317248.00000000000000000000000000000000000000000000000000
88;1317380.00000000000000000000000000000000000000000000000000
89;1317188.00000000000000000000000000000000000000000000000000
90;1317188.00000000000000000000000000000000000000000000000000
91;1317188.00000000000000000000000000000000000000000000000000
92;1317188.00000000000000000000000000000000000000000000000000
93;1268548.00000000000000000000000000000000000000000000000000
94;1269536.00000000000000000000000000000000000000000000000000
95;1271892.00000000000000000000000000000000000000000000000000
96;1273104.00000000000000000000000000000000000000000000000000
97;1275324.00000000000000000000000000000000000000000000000000
98;1276992.00000000000000000000000000000000000000000000000000
99;1279044.00000000000000000000000000000000000000000000000000
100;1280688.00000000000000000000000000000000000000000000000000
101;1282212.00000000000000000000000000000000000000000000000000
102;1284736.00000000000000000000000000000000000000000000000000
103;1286804.00000000000000000000000000000000000000000000000000
104;1289656.00000000000000000000000000000000000000000000000000
105;1290732.00000000000000000000000000000000000000000000000000
106;1293216.00000000000000000000000000000000000000000000000000
107;1295488.00000000000000000000000000000000000000000000000000
108;1297100.00000000000000000000000000000000000000000000000000
109;1298428.00000000000000000000000000000000000000000000000000
110;1301088.00000000000000000000000000000000000000000000000000
111;1303120.00000000000000000000000000000000000000000000000000
112;1307848.00000000000000000000000000000000000000000000000000
113;1309580.00000000000000000000000000000000000000000000000000
114;1312016.00000000000000000000000000000000000000000000000000
115;1313912.00000000000000000000000000000000000000000000000000
116;1315484.00000000000000000000000000000000000000000000000000
117;1318572.00000000000000000000000000000000000000000000000000
118;1319248.00000000000000000000000000000000000000000000000000
119;1319436.00000000000000000000000000000000000000000000000000
120;1319180.00000000000000000000000000000000000000000000000000
121;1319180.00000000000000000000000000000000000000000000000000
122;1319248.00000000000000000000000000000000000000000000000000
123;1319176.00000000000000000000000000000000000000000000000000
124;1319436.00000000000000000000000000000000000000000000000000
125;1319180.00000000000000000000000000000000000000000000000000
126;1319248.00000000000000000000000000000000000000000000000000
127;1319248.00000000000000000000000000000000000000000000000000
128;1319304.00000000000000000000000000000000000000000000000000
129;1319436.00000000000000000000000000000000000000000000000000
130;1319436.00000000000000000000000000000000000000000000000000
131;1319220.00000000000000000000000000000000000000000000000000
132;1319276.00000000000000000000000000000000000000000000000000
133;1319120.00000000000000000000000000000000000000000000000000
134;1319308.00000000000000000000000000000000000000000000000000
135;1319240.00000000000000000000000000000000000000000000000000
136;1319124.00000000000000000000000000000000000000000000000000
137;1269412.00000000000000000000000000000000000000000000000000
138;1269884.00000000000000000000000000000000000000000000000000
139;1271520.00000000000000000000000000000000000000000000000000
140;1273104.00000000000000000000000000000000000000000000000000
141;1275016.00000000000000000000000000000000000000000000000000
142;1277540.00000000000000000000000000000000000000000000000000
143;1279396.00000000000000000000000000000000000000000000000000
144;1281104.00000000000000000000000000000000000000000000000000
145;1282936.00000000000000000000000000000000000000000000000000
146;1284672.00000000000000000000000000000000000000000000000000
147;1286596.00000000000000000000000000000000000000000000000000
148;1289204.00000000000000000000000000000000000000000000000000
149;1291708.00000000000000000000000000000000000000000000000000
150;1293516.00000000000000000000000000000000000000000000000000
151;1295152.00000000000000000000000000000000000000000000000000
152;1297584.00000000000000000000000000000000000000000000000000
153;1299196.00000000000000000000000000000000000000000000000000
154;1302364.00000000000000000000000000000000000000000000000000
155;1304040.00000000000000000000000000000000000000000000000000
156;1308284.00000000000000000000000000000000000000000000000000
157;1310624.00000000000000000000000000000000000000000000000000
158;1311980.00000000000000000000000000000000000000000000000000
159;1315248.00000000000000000000000000000000000000000000000000
160;1317040.00000000000000000000000000000000000000000000000000
161;1318736.00000000000000000000000000000000000000000000000000
162;1318812.00000000000000000000000000000000000000000000000000
163;1319052.00000000000000000000000000000000000000000000000000
164;1319236.00000000000000000000000000000000000000000000000000
165;1319116.00000000000000000000000000000000000000000000000000
166;1319052.00000000000000000000000000000000000000000000000000
167;1319116.00000000000000000000000000000000000000000000000000
168;1319496.00000000000000000000000000000000000000000000000000
169;1319368.00000000000000000000000000000000000000000000000000
170;1319320.00000000000000000000000000000000000000000000000000
171;1319304.00000000000000000000000000000000000000000000000000
172;1319304.00000000000000000000000000000000000000000000000000
173;1319304.00000000000000000000000000000000000000000000000000
174;1319496.00000000000000000000000000000000000000000000000000
175;1319304.00000000000000000000000000000000000000000000000000
176;1319240.00000000000000000000000000000000000000000000000000
177;1319240.00000000000000000000000000000000000000000000000000
178;1319240.00000000000000000000000000000000000000000000000000
179;1319240.00000000000000000000000000000000000000000000000000
180;1319304.00000000000000000000000000000000000000000000000000
181;1278500.00000000000000000000000000000000000000000000000000
182;1278580.00000000000000000000000000000000000000000000000000
183;1279124.00000000000000000000000000000000000000000000000000
184;1279212.00000000000000000000000000000000000000000000000000
185;1279188.00000000000000000000000000000000000000000000000000
186;1280652.00000000000000000000000000000000000000000000000000
187;1281996.00000000000000000000000000000000000000000000000000
188;1283412.00000000000000000000000000000000000000000000000000
189;1285416.00000000000000000000000000000000000000000000000000
190;1287196.00000000000000000000000000000000000000000000000000
191;1288736.00000000000000000000000000000000000000000000000000
192;1290456.00000000000000000000000000000000000000000000000000
193;1292156.00000000000000000000000000000000000000000000000000
