Second;RAM_KB
0;4204.00000000000000000000000000000000000000000000000000
1;32684.00000000000000000000000000000000000000000000000000
2;55000.00000000000000000000000000000000000000000000000000
3;121852.00000000000000000000000000000000000000000000000000
4;145244.00000000000000000000000000000000000000000000000000
5;160576.00000000000000000000000000000000000000000000000000
6;181084.00000000000000000000000000000000000000000000000000
